,Country Code,Country Name,unit,Gender,Age,Age Class,Year,Life Expectancy
0,AL,Albania,Year,F,Y1,1 year,2013,79.6
1,AL,Albania,Year,F,Y1,1 year,2014,79.8
2,AL,Albania,Year,F,Y1,1 year,2015,79.2
3,AL,Albania,Year,F,Y1,1 year,2016,79.8
4,AL,Albania,Year,F,Y1,1 year,2017,79.7
5,AL,Albania,Year,F,Y1,1 year,2018,80.2
6,AL,Albania,Year,F,Y1,1 year,2019,80.4
7,AL,Albania,Year,F,Y1,1 year,2020,79.4
8,AL,Albania,Year,F,Y1,1 year,2021,77.2
9,AL,Albania,Year,F,Y1,1 year,2022,80.3
10,AM,Armenia,Year,F,Y1,1 year,2015,77.9
11,AM,Armenia,Year,F,Y1,1 year,2016,78.0
12,AM,Armenia,Year,F,Y1,1 year,2017,78.5
13,AM,Armenia,Year,F,Y1,1 year,2018,79.2
14,AM,Armenia,Year,F,Y1,1 year,2019,79.1
15,AT,Austria,Year,F,Y1,1 year,2012,82.8
16,AT,Austria,Year,F,Y1,1 year,2013,83.0
17,AT,Austria,Year,F,Y1,1 year,2014,83.3
18,AT,Austria,Year,F,Y1,1 year,2015,83.0
19,AT,Austria,Year,F,Y1,1 year,2016,83.4
20,AT,Austria,Year,F,Y1,1 year,2017,83.2
21,AT,Austria,Year,F,Y1,1 year,2018,83.3
22,AT,Austria,Year,F,Y1,1 year,2019,83.5
23,AT,Austria,Year,F,Y1,1 year,2020,82.9
24,AT,Austria,Year,F,Y1,1 year,2021,82.9
25,AT,Austria,Year,F,Y1,1 year,2022,82.8
26,AT,Austria,Year,F,Y1,1 year,2023,83.4
27,AZ,Azerbaijan,Year,F,Y1,1 year,2012,76.5
28,AZ,Azerbaijan,Year,F,Y1,1 year,2013,76.9
29,AZ,Azerbaijan,Year,F,Y1,1 year,2014,77.0
30,AZ,Azerbaijan,Year,F,Y1,1 year,2015,77.5
31,AZ,Azerbaijan,Year,F,Y1,1 year,2017,77.7
32,AZ,Azerbaijan,Year,F,Y1,1 year,2018,78.1
33,AZ,Azerbaijan,Year,F,Y1,1 year,2019,78.6
34,BE,Belgium,Year,F,Y1,1 year,2012,82.4
35,BE,Belgium,Year,F,Y1,1 year,2013,82.5
36,BE,Belgium,Year,F,Y1,1 year,2014,83.1
37,BE,Belgium,Year,F,Y1,1 year,2015,82.6
38,BE,Belgium,Year,F,Y1,1 year,2016,83.2
39,BE,Belgium,Year,F,Y1,1 year,2017,83.2
40,BE,Belgium,Year,F,Y1,1 year,2018,83.2
41,BE,Belgium,Year,F,Y1,1 year,2019,83.6
42,BE,Belgium,Year,F,Y1,1 year,2020,82.3
43,BE,Belgium,Year,F,Y1,1 year,2021,83.6
44,BE,Belgium,Year,F,Y1,1 year,2022,83.1
45,BE,Belgium,Year,F,Y1,1 year,2023,83.7
46,BG,Bulgaria,Year,F,Y1,1 year,2012,77.4
47,BG,Bulgaria,Year,F,Y1,1 year,2013,78.1
48,BG,Bulgaria,Year,F,Y1,1 year,2014,77.6
49,BG,Bulgaria,Year,F,Y1,1 year,2015,77.6
50,BG,Bulgaria,Year,F,Y1,1 year,2016,78.0
51,BG,Bulgaria,Year,F,Y1,1 year,2017,77.9
52,BG,Bulgaria,Year,F,Y1,1 year,2018,78.0
53,BG,Bulgaria,Year,F,Y1,1 year,2019,78.2
54,BG,Bulgaria,Year,F,Y1,1 year,2020,76.7
55,BG,Bulgaria,Year,F,Y1,1 year,2021,74.4
56,BG,Bulgaria,Year,F,Y1,1 year,2022,77.3
57,BG,Bulgaria,Year,F,Y1,1 year,2023,79.0
58,BY,Belarus,Year,F,Y1,1 year,2012,77.1
59,BY,Belarus,Year,F,Y1,1 year,2013,77.3
60,BY,Belarus,Year,F,Y1,1 year,2014,77.8
61,BY,Belarus,Year,F,Y1,1 year,2015,78.2
62,BY,Belarus,Year,F,Y1,1 year,2016,78.4
63,BY,Belarus,Year,F,Y1,1 year,2017,78.6
64,BY,Belarus,Year,F,Y1,1 year,2018,78.7
65,CH,Switzerland,Year,F,Y1,1 year,2012,84.2
66,CH,Switzerland,Year,F,Y1,1 year,2013,84.3
67,CH,Switzerland,Year,F,Y1,1 year,2014,84.7
68,CH,Switzerland,Year,F,Y1,1 year,2015,84.4
69,CH,Switzerland,Year,F,Y1,1 year,2016,84.9
70,CH,Switzerland,Year,F,Y1,1 year,2017,84.9
71,CH,Switzerland,Year,F,Y1,1 year,2018,85.0
72,CH,Switzerland,Year,F,Y1,1 year,2019,85.1
73,CH,Switzerland,Year,F,Y1,1 year,2020,84.4
74,CH,Switzerland,Year,F,Y1,1 year,2021,85.1
75,CH,Switzerland,Year,F,Y1,1 year,2022,84.8
76,CH,Switzerland,Year,F,Y1,1 year,2023,85.3
77,CY,Cyprus,Year,F,Y1,1 year,2012,82.6
78,CY,Cyprus,Year,F,Y1,1 year,2013,84.0
79,CY,Cyprus,Year,F,Y1,1 year,2014,83.4
80,CY,Cyprus,Year,F,Y1,1 year,2015,82.9
81,CY,Cyprus,Year,F,Y1,1 year,2016,84.1
82,CY,Cyprus,Year,F,Y1,1 year,2017,83.3
83,CY,Cyprus,Year,F,Y1,1 year,2018,83.9
84,CY,Cyprus,Year,F,Y1,1 year,2019,83.6
85,CY,Cyprus,Year,F,Y1,1 year,2020,83.5
86,CY,Cyprus,Year,F,Y1,1 year,2021,82.6
87,CY,Cyprus,Year,F,Y1,1 year,2022,82.7
88,CY,Cyprus,Year,F,Y1,1 year,2023,84.2
89,CZ,Czechia,Year,F,Y1,1 year,2012,80.4
90,CZ,Czechia,Year,F,Y1,1 year,2013,80.5
91,CZ,Czechia,Year,F,Y1,1 year,2014,81.1
92,CZ,Czechia,Year,F,Y1,1 year,2015,80.8
93,CZ,Czechia,Year,F,Y1,1 year,2016,81.3
94,CZ,Czechia,Year,F,Y1,1 year,2017,81.2
95,CZ,Czechia,Year,F,Y1,1 year,2018,81.2
96,CZ,Czechia,Year,F,Y1,1 year,2019,81.4
97,CZ,Czechia,Year,F,Y1,1 year,2020,80.5
98,CZ,Czechia,Year,F,Y1,1 year,2021,79.6
99,CZ,Czechia,Year,F,Y1,1 year,2022,81.1
100,CZ,Czechia,Year,F,Y1,1 year,2023,82.0
101,DE,Germany,Year,F,Y1,1 year,2012,82.4
102,DE,Germany,Year,F,Y1,1 year,2013,82.3
103,DE,Germany,Year,F,Y1,1 year,2014,82.8
104,DE,Germany,Year,F,Y1,1 year,2015,82.4
105,DE,Germany,Year,F,Y1,1 year,2016,82.7
106,DE,Germany,Year,F,Y1,1 year,2017,82.6
107,DE,Germany,Year,F,Y1,1 year,2018,82.5
108,DE,Germany,Year,F,Y1,1 year,2019,82.9
109,DE,Germany,Year,F,Y1,1 year,2020,82.8
110,DE,Germany,Year,F,Y1,1 year,2021,82.6
111,DE,Germany,Year,F,Y1,1 year,2022,82.3
112,DE,Germany,Year,F,Y1,1 year,2023,82.7
113,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2012,82.4
114,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2013,82.3
115,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2014,82.8
116,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2015,82.4
117,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2016,82.7
118,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2017,82.6
119,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2018,82.5
120,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2019,82.9
121,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2020,82.8
122,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2021,82.6
123,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2022,82.3
124,DE_TOT,Germany including former GDR,Year,F,Y1,1 year,2023,82.7
125,DK,Denmark,Year,F,Y1,1 year,2012,81.4
126,DK,Denmark,Year,F,Y1,1 year,2013,81.7
127,DK,Denmark,Year,F,Y1,1 year,2014,82.1
128,DK,Denmark,Year,F,Y1,1 year,2015,82.0
129,DK,Denmark,Year,F,Y1,1 year,2016,82.0
130,DK,Denmark,Year,F,Y1,1 year,2017,82.4
131,DK,Denmark,Year,F,Y1,1 year,2018,82.2
132,DK,Denmark,Year,F,Y1,1 year,2019,82.7
133,DK,Denmark,Year,F,Y1,1 year,2020,82.8
134,DK,Denmark,Year,F,Y1,1 year,2021,82.6
135,DK,Denmark,Year,F,Y1,1 year,2022,82.4
136,DK,Denmark,Year,F,Y1,1 year,2023,83.0
137,EE,Estonia,Year,F,Y1,1 year,2012,80.9
138,EE,Estonia,Year,F,Y1,1 year,2013,80.8
139,EE,Estonia,Year,F,Y1,1 year,2014,81.1
140,EE,Estonia,Year,F,Y1,1 year,2015,81.4
141,EE,Estonia,Year,F,Y1,1 year,2016,81.4
142,EE,Estonia,Year,F,Y1,1 year,2017,81.8
143,EE,Estonia,Year,F,Y1,1 year,2018,81.8
144,EE,Estonia,Year,F,Y1,1 year,2019,82.1
145,EE,Estonia,Year,F,Y1,1 year,2020,82.1
146,EE,Estonia,Year,F,Y1,1 year,2021,80.5
147,EE,Estonia,Year,F,Y1,1 year,2022,81.5
148,EE,Estonia,Year,F,Y1,1 year,2023,82.4
149,EL,Greece,Year,F,Y1,1 year,2012,82.6
150,EL,Greece,Year,F,Y1,1 year,2013,83.3
151,EL,Greece,Year,F,Y1,1 year,2014,83.4
152,EL,Greece,Year,F,Y1,1 year,2015,83.1
153,EL,Greece,Year,F,Y1,1 year,2016,83.3
154,EL,Greece,Year,F,Y1,1 year,2017,83.2
155,EL,Greece,Year,F,Y1,1 year,2018,83.7
156,EL,Greece,Year,F,Y1,1 year,2019,83.5
157,EL,Greece,Year,F,Y1,1 year,2020,83.1
158,EL,Greece,Year,F,Y1,1 year,2021,82.2
159,EL,Greece,Year,F,Y1,1 year,2022,82.6
160,EL,Greece,Year,F,Y1,1 year,2023,83.6
161,ES,Spain,Year,F,Y1,1 year,2012,84.7
162,ES,Spain,Year,F,Y1,1 year,2013,85.3
163,ES,Spain,Year,F,Y1,1 year,2014,85.4
164,ES,Spain,Year,F,Y1,1 year,2015,85.0
165,ES,Spain,Year,F,Y1,1 year,2016,85.5
166,ES,Spain,Year,F,Y1,1 year,2017,85.3
167,ES,Spain,Year,F,Y1,1 year,2018,85.5
168,ES,Spain,Year,F,Y1,1 year,2019,85.9
169,ES,Spain,Year,F,Y1,1 year,2020,84.3
170,ES,Spain,Year,F,Y1,1 year,2021,85.4
171,ES,Spain,Year,F,Y1,1 year,2022,85.1
172,ES,Spain,Year,F,Y1,1 year,2023,85.9
173,FI,Finland,Year,F,Y1,1 year,2012,82.9
174,FI,Finland,Year,F,Y1,1 year,2013,83.2
175,FI,Finland,Year,F,Y1,1 year,2014,83.3
176,FI,Finland,Year,F,Y1,1 year,2015,83.6
177,FI,Finland,Year,F,Y1,1 year,2016,83.5
178,FI,Finland,Year,F,Y1,1 year,2017,83.6
179,FI,Finland,Year,F,Y1,1 year,2018,83.7
180,FI,Finland,Year,F,Y1,1 year,2019,83.9
181,FI,Finland,Year,F,Y1,1 year,2020,83.9
182,FI,Finland,Year,F,Y1,1 year,2021,83.8
183,FI,Finland,Year,F,Y1,1 year,2022,82.9
184,FI,Finland,Year,F,Y1,1 year,2023,83.4
185,FR,France,Year,F,Y1,1 year,2012,84.7
186,FR,France,Year,F,Y1,1 year,2013,84.9
187,FR,France,Year,F,Y1,1 year,2014,85.4
188,FR,France,Year,F,Y1,1 year,2015,84.9
189,FR,France,Year,F,Y1,1 year,2016,85.1
190,FR,France,Year,F,Y1,1 year,2017,85.0
191,FR,France,Year,F,Y1,1 year,2018,85.1
192,FR,France,Year,F,Y1,1 year,2019,85.2
193,FR,France,Year,F,Y1,1 year,2020,84.6
194,FR,France,Year,F,Y1,1 year,2021,84.8
195,FR,France,Year,F,Y1,1 year,2022,84.5
196,FR,France,Year,F,Y1,1 year,2023,85.1
197,FX,Metropolitan France,Year,F,Y1,1 year,2012,84.7
198,GE,Georgia,Year,F,Y1,1 year,2014,78.0
199,GE,Georgia,Year,F,Y1,1 year,2015,77.0
200,GE,Georgia,Year,F,Y1,1 year,2016,76.8
201,GE,Georgia,Year,F,Y1,1 year,2017,77.5
202,GE,Georgia,Year,F,Y1,1 year,2018,77.8
203,GE,Georgia,Year,F,Y1,1 year,2019,77.9
204,GE,Georgia,Year,F,Y1,1 year,2022,77.7
205,GE,Georgia,Year,F,Y1,1 year,2023,77.1
206,HR,Croatia,Year,F,Y1,1 year,2012,79.9
207,HR,Croatia,Year,F,Y1,1 year,2013,80.3
208,HR,Croatia,Year,F,Y1,1 year,2014,80.4
209,HR,Croatia,Year,F,Y1,1 year,2015,79.8
210,HR,Croatia,Year,F,Y1,1 year,2016,80.7
211,HR,Croatia,Year,F,Y1,1 year,2017,80.2
212,HR,Croatia,Year,F,Y1,1 year,2018,80.7
213,HR,Croatia,Year,F,Y1,1 year,2019,80.9
214,HR,Croatia,Year,F,Y1,1 year,2020,80.0
215,HR,Croatia,Year,F,Y1,1 year,2021,79.0
216,HR,Croatia,Year,F,Y1,1 year,2022,80.0
217,HR,Croatia,Year,F,Y1,1 year,2023,81.0
218,HU,Hungary,Year,F,Y1,1 year,2012,78.1
219,HU,Hungary,Year,F,Y1,1 year,2013,78.5
220,HU,Hungary,Year,F,Y1,1 year,2014,78.7
221,HU,Hungary,Year,F,Y1,1 year,2015,78.3
222,HU,Hungary,Year,F,Y1,1 year,2016,79.0
223,HU,Hungary,Year,F,Y1,1 year,2017,78.6
224,HU,Hungary,Year,F,Y1,1 year,2018,78.8
225,HU,Hungary,Year,F,Y1,1 year,2019,79.0
226,HU,Hungary,Year,F,Y1,1 year,2020,78.0
227,HU,Hungary,Year,F,Y1,1 year,2021,76.8
228,HU,Hungary,Year,F,Y1,1 year,2022,78.5
229,HU,Hungary,Year,F,Y1,1 year,2023,79.1
230,IE,Ireland,Year,F,Y1,1 year,2012,82.3
231,IE,Ireland,Year,F,Y1,1 year,2013,82.3
232,IE,Ireland,Year,F,Y1,1 year,2014,82.7
233,IE,Ireland,Year,F,Y1,1 year,2015,82.6
234,IE,Ireland,Year,F,Y1,1 year,2016,82.8
235,IE,Ireland,Year,F,Y1,1 year,2017,83.2
236,IE,Ireland,Year,F,Y1,1 year,2018,83.3
237,IE,Ireland,Year,F,Y1,1 year,2019,83.9
238,IE,Ireland,Year,F,Y1,1 year,2020,83.5
239,IE,Ireland,Year,F,Y1,1 year,2021,83.4
240,IE,Ireland,Year,F,Y1,1 year,2022,83.4
241,IE,Ireland,Year,F,Y1,1 year,2023,83.9
242,IS,Iceland,Year,F,Y1,1 year,2012,83.4
243,IS,Iceland,Year,F,Y1,1 year,2013,82.9
244,IS,Iceland,Year,F,Y1,1 year,2014,83.8
245,IS,Iceland,Year,F,Y1,1 year,2015,83.0
246,IS,Iceland,Year,F,Y1,1 year,2016,83.2
247,IS,Iceland,Year,F,Y1,1 year,2017,83.5
248,IS,Iceland,Year,F,Y1,1 year,2018,83.6
249,IS,Iceland,Year,F,Y1,1 year,2019,83.7
250,IS,Iceland,Year,F,Y1,1 year,2020,83.7
251,IS,Iceland,Year,F,Y1,1 year,2021,83.9
252,IS,Iceland,Year,F,Y1,1 year,2022,82.6
253,IS,Iceland,Year,F,Y1,1 year,2023,83.5
254,IT,Italy,Year,F,Y1,1 year,2012,84.0
255,IT,Italy,Year,F,Y1,1 year,2013,84.4
256,IT,Italy,Year,F,Y1,1 year,2014,84.8
257,IT,Italy,Year,F,Y1,1 year,2015,84.1
258,IT,Italy,Year,F,Y1,1 year,2016,84.8
259,IT,Italy,Year,F,Y1,1 year,2017,84.4
260,IT,Italy,Year,F,Y1,1 year,2018,84.8
261,IT,Italy,Year,F,Y1,1 year,2019,84.9
262,IT,Italy,Year,F,Y1,1 year,2020,83.7
263,IT,Italy,Year,F,Y1,1 year,2021,84.1
264,IT,Italy,Year,F,Y1,1 year,2022,84.0
265,IT,Italy,Year,F,Y1,1 year,2023,84.6
266,LI,Liechtenstein,Year,F,Y1,1 year,2012,84.7
267,LI,Liechtenstein,Year,F,Y1,1 year,2013,83.9
268,LI,Liechtenstein,Year,F,Y1,1 year,2014,82.7
269,LI,Liechtenstein,Year,F,Y1,1 year,2015,83.5
270,LI,Liechtenstein,Year,F,Y1,1 year,2016,83.5
271,LI,Liechtenstein,Year,F,Y1,1 year,2017,85.0
272,LI,Liechtenstein,Year,F,Y1,1 year,2018,84.5
273,LI,Liechtenstein,Year,F,Y1,1 year,2019,84.8
274,LI,Liechtenstein,Year,F,Y1,1 year,2020,82.9
275,LI,Liechtenstein,Year,F,Y1,1 year,2022,84.3
276,LI,Liechtenstein,Year,F,Y1,1 year,2023,85.9
277,LT,Lithuania,Year,F,Y1,1 year,2012,78.9
278,LT,Lithuania,Year,F,Y1,1 year,2013,78.8
279,LT,Lithuania,Year,F,Y1,1 year,2014,79.4
280,LT,Lithuania,Year,F,Y1,1 year,2015,79.0
281,LT,Lithuania,Year,F,Y1,1 year,2016,79.5
282,LT,Lithuania,Year,F,Y1,1 year,2017,79.7
283,LT,Lithuania,Year,F,Y1,1 year,2018,80.0
284,LT,Lithuania,Year,F,Y1,1 year,2019,80.4
285,LT,Lithuania,Year,F,Y1,1 year,2020,79.3
286,LT,Lithuania,Year,F,Y1,1 year,2021,78.0
287,LT,Lithuania,Year,F,Y1,1 year,2022,79.3
288,LT,Lithuania,Year,F,Y1,1 year,2023,81.1
289,LU,Luxembourg,Year,F,Y1,1 year,2012,83.0
290,LU,Luxembourg,Year,F,Y1,1 year,2013,83.2
291,LU,Luxembourg,Year,F,Y1,1 year,2014,84.4
292,LU,Luxembourg,Year,F,Y1,1 year,2015,83.8
293,LU,Luxembourg,Year,F,Y1,1 year,2016,84.6
294,LU,Luxembourg,Year,F,Y1,1 year,2017,83.5
295,LU,Luxembourg,Year,F,Y1,1 year,2018,84.0
296,LU,Luxembourg,Year,F,Y1,1 year,2019,84.4
297,LU,Luxembourg,Year,F,Y1,1 year,2020,83.9
298,LU,Luxembourg,Year,F,Y1,1 year,2021,84.1
299,LU,Luxembourg,Year,F,Y1,1 year,2022,84.4
300,LU,Luxembourg,Year,F,Y1,1 year,2023,84.4
301,LV,Latvia,Year,F,Y1,1 year,2012,78.3
302,LV,Latvia,Year,F,Y1,1 year,2013,78.3
303,LV,Latvia,Year,F,Y1,1 year,2014,78.7
304,LV,Latvia,Year,F,Y1,1 year,2015,78.7
305,LV,Latvia,Year,F,Y1,1 year,2016,78.9
306,LV,Latvia,Year,F,Y1,1 year,2017,78.9
307,LV,Latvia,Year,F,Y1,1 year,2018,79.0
308,LV,Latvia,Year,F,Y1,1 year,2019,79.4
309,LV,Latvia,Year,F,Y1,1 year,2020,79.3
310,LV,Latvia,Year,F,Y1,1 year,2021,77.2
311,LV,Latvia,Year,F,Y1,1 year,2022,78.6
312,LV,Latvia,Year,F,Y1,1 year,2023,79.8
313,MD,Moldova,Year,F,Y1,1 year,2012,74.7
314,MD,Moldova,Year,F,Y1,1 year,2023,76.0
315,ME,Montenegro,Year,F,Y1,1 year,2012,77.6
316,ME,Montenegro,Year,F,Y1,1 year,2013,78.2
317,ME,Montenegro,Year,F,Y1,1 year,2014,78.2
318,ME,Montenegro,Year,F,Y1,1 year,2015,77.8
319,ME,Montenegro,Year,F,Y1,1 year,2016,78.2
320,ME,Montenegro,Year,F,Y1,1 year,2017,78.3
321,ME,Montenegro,Year,F,Y1,1 year,2018,78.4
322,ME,Montenegro,Year,F,Y1,1 year,2019,78.6
323,ME,Montenegro,Year,F,Y1,1 year,2020,78.0
324,ME,Montenegro,Year,F,Y1,1 year,2021,76.1
325,ME,Montenegro,Year,F,Y1,1 year,2023,79.3
326,MK,North Macedonia,Year,F,Y1,1 year,2012,76.7
327,MK,North Macedonia,Year,F,Y1,1 year,2013,77.3
328,MK,North Macedonia,Year,F,Y1,1 year,2014,77.2
329,MK,North Macedonia,Year,F,Y1,1 year,2015,77.0
330,MK,North Macedonia,Year,F,Y1,1 year,2016,77.5
331,MK,North Macedonia,Year,F,Y1,1 year,2017,77.7
332,MK,North Macedonia,Year,F,Y1,1 year,2018,78.2
333,MK,North Macedonia,Year,F,Y1,1 year,2019,78.0
334,MK,North Macedonia,Year,F,Y1,1 year,2020,76.1
335,MK,North Macedonia,Year,F,Y1,1 year,2021,74.8
336,MT,Malta,Year,F,Y1,1 year,2013,83.5
337,MT,Malta,Year,F,Y1,1 year,2014,83.6
338,MT,Malta,Year,F,Y1,1 year,2015,83.4
339,MT,Malta,Year,F,Y1,1 year,2016,83.8
340,MT,Malta,Year,F,Y1,1 year,2017,83.9
341,MT,Malta,Year,F,Y1,1 year,2018,83.8
342,MT,Malta,Year,F,Y1,1 year,2019,84.2
343,MT,Malta,Year,F,Y1,1 year,2020,83.6
344,MT,Malta,Year,F,Y1,1 year,2021,83.4
345,MT,Malta,Year,F,Y1,1 year,2022,83.8
346,MT,Malta,Year,F,Y1,1 year,2023,84.5
347,NL,Netherlands,Year,F,Y1,1 year,2012,82.3
348,NL,Netherlands,Year,F,Y1,1 year,2013,82.5
349,NL,Netherlands,Year,F,Y1,1 year,2014,82.8
350,NL,Netherlands,Year,F,Y1,1 year,2015,82.5
351,NL,Netherlands,Year,F,Y1,1 year,2016,82.5
352,NL,Netherlands,Year,F,Y1,1 year,2017,82.7
353,NL,Netherlands,Year,F,Y1,1 year,2018,82.7
354,NL,Netherlands,Year,F,Y1,1 year,2019,83.0
355,NL,Netherlands,Year,F,Y1,1 year,2020,82.4
356,NL,Netherlands,Year,F,Y1,1 year,2021,82.3
357,NL,Netherlands,Year,F,Y1,1 year,2022,82.3
358,NL,Netherlands,Year,F,Y1,1 year,2023,82.7
359,NO,Norway,Year,F,Y1,1 year,2012,82.6
360,NO,Norway,Year,F,Y1,1 year,2013,83.0
361,NO,Norway,Year,F,Y1,1 year,2014,83.4
362,NO,Norway,Year,F,Y1,1 year,2015,83.4
363,NO,Norway,Year,F,Y1,1 year,2016,83.3
364,NO,Norway,Year,F,Y1,1 year,2017,83.5
365,NO,Norway,Year,F,Y1,1 year,2018,83.7
366,NO,Norway,Year,F,Y1,1 year,2019,83.8
367,NO,Norway,Year,F,Y1,1 year,2020,84.0
368,NO,Norway,Year,F,Y1,1 year,2021,83.8
369,NO,Norway,Year,F,Y1,1 year,2022,83.3
370,NO,Norway,Year,F,Y1,1 year,2023,83.8
371,PL,Poland,Year,F,Y1,1 year,2012,80.4
372,PL,Poland,Year,F,Y1,1 year,2013,80.5
373,PL,Poland,Year,F,Y1,1 year,2014,81.1
374,PL,Poland,Year,F,Y1,1 year,2015,80.9
375,PL,Poland,Year,F,Y1,1 year,2016,81.3
376,PL,Poland,Year,F,Y1,1 year,2017,81.1
377,PL,Poland,Year,F,Y1,1 year,2018,80.9
378,PL,Poland,Year,F,Y1,1 year,2019,81.2
379,PL,Poland,Year,F,Y1,1 year,2020,79.9
380,PL,Poland,Year,F,Y1,1 year,2021,78.8
381,PL,Poland,Year,F,Y1,1 year,2022,80.4
382,PL,Poland,Year,F,Y1,1 year,2023,81.4
383,PT,Portugal,Year,F,Y1,1 year,2012,82.9
384,PT,Portugal,Year,F,Y1,1 year,2013,83.2
385,PT,Portugal,Year,F,Y1,1 year,2014,83.6
386,PT,Portugal,Year,F,Y1,1 year,2015,83.5
387,PT,Portugal,Year,F,Y1,1 year,2016,83.6
388,PT,Portugal,Year,F,Y1,1 year,2017,83.8
389,PT,Portugal,Year,F,Y1,1 year,2018,83.7
390,PT,Portugal,Year,F,Y1,1 year,2019,84.0
391,PT,Portugal,Year,F,Y1,1 year,2020,83.5
392,PT,Portugal,Year,F,Y1,1 year,2021,83.6
393,PT,Portugal,Year,F,Y1,1 year,2022,83.7
394,PT,Portugal,Year,F,Y1,1 year,2023,84.5
395,RO,Romania,Year,F,Y1,1 year,2012,77.8
396,RO,Romania,Year,F,Y1,1 year,2013,78.4
397,RO,Romania,Year,F,Y1,1 year,2014,78.3
398,RO,Romania,Year,F,Y1,1 year,2015,78.2
399,RO,Romania,Year,F,Y1,1 year,2016,78.5
400,RO,Romania,Year,F,Y1,1 year,2017,78.5
401,RO,Romania,Year,F,Y1,1 year,2018,78.6
402,RO,Romania,Year,F,Y1,1 year,2019,78.9
403,RO,Romania,Year,F,Y1,1 year,2020,77.7
404,RO,Romania,Year,F,Y1,1 year,2021,76.0
405,RO,Romania,Year,F,Y1,1 year,2022,78.5
406,RO,Romania,Year,F,Y1,1 year,2023,79.7
407,RS,Serbia,Year,F,Y1,1 year,2012,77.0
408,RS,Serbia,Year,F,Y1,1 year,2013,77.3
409,RS,Serbia,Year,F,Y1,1 year,2014,77.3
410,RS,Serbia,Year,F,Y1,1 year,2015,77.3
411,RS,Serbia,Year,F,Y1,1 year,2016,77.6
412,RS,Serbia,Year,F,Y1,1 year,2017,77.4
413,RS,Serbia,Year,F,Y1,1 year,2018,77.8
414,RS,Serbia,Year,F,Y1,1 year,2019,78.0
415,RS,Serbia,Year,F,Y1,1 year,2020,76.8
416,RS,Serbia,Year,F,Y1,1 year,2021,75.1
417,RS,Serbia,Year,F,Y1,1 year,2022,77.1
418,RS,Serbia,Year,F,Y1,1 year,2023,77.9
419,SE,Sweden,Year,F,Y1,1 year,2012,82.8
420,SE,Sweden,Year,F,Y1,1 year,2013,83.0
421,SE,Sweden,Year,F,Y1,1 year,2014,83.3
422,SE,Sweden,Year,F,Y1,1 year,2015,83.3
423,SE,Sweden,Year,F,Y1,1 year,2016,83.3
424,SE,Sweden,Year,F,Y1,1 year,2017,83.3
425,SE,Sweden,Year,F,Y1,1 year,2018,83.4
426,SE,Sweden,Year,F,Y1,1 year,2019,84.0
427,SE,Sweden,Year,F,Y1,1 year,2020,83.4
428,SE,Sweden,Year,F,Y1,1 year,2021,84.1
429,SE,Sweden,Year,F,Y1,1 year,2022,84.0
430,SE,Sweden,Year,F,Y1,1 year,2023,84.2
431,SI,Slovenia,Year,F,Y1,1 year,2012,82.5
432,SI,Slovenia,Year,F,Y1,1 year,2013,82.9
433,SI,Slovenia,Year,F,Y1,1 year,2014,83.3
434,SI,Slovenia,Year,F,Y1,1 year,2015,83.0
435,SI,Slovenia,Year,F,Y1,1 year,2016,83.4
436,SI,Slovenia,Year,F,Y1,1 year,2017,83.2
437,SI,Slovenia,Year,F,Y1,1 year,2018,83.4
438,SI,Slovenia,Year,F,Y1,1 year,2019,83.7
439,SI,Slovenia,Year,F,Y1,1 year,2020,82.5
440,SI,Slovenia,Year,F,Y1,1 year,2021,83.0
441,SI,Slovenia,Year,F,Y1,1 year,2022,83.2
442,SI,Slovenia,Year,F,Y1,1 year,2023,84.1
443,SK,Slovakia,Year,F,Y1,1 year,2012,79.3
444,SK,Slovakia,Year,F,Y1,1 year,2013,79.6
445,SK,Slovakia,Year,F,Y1,1 year,2014,80.0
446,SK,Slovakia,Year,F,Y1,1 year,2015,79.6
447,SK,Slovakia,Year,F,Y1,1 year,2016,80.1
448,SK,Slovakia,Year,F,Y1,1 year,2017,80.0
449,SK,Slovakia,Year,F,Y1,1 year,2018,80.1
450,SK,Slovakia,Year,F,Y1,1 year,2019,80.6
451,SK,Slovakia,Year,F,Y1,1 year,2020,79.8
452,SK,Slovakia,Year,F,Y1,1 year,2021,77.6
453,SK,Slovakia,Year,F,Y1,1 year,2022,79.8
454,SK,Slovakia,Year,F,Y1,1 year,2023,80.9
455,SM,San Marino,Year,F,Y1,1 year,2012,85.8
456,TR,Türkiye,Year,F,Y1,1 year,2012,80.4
457,TR,Türkiye,Year,F,Y1,1 year,2013,80.9
458,TR,Türkiye,Year,F,Y1,1 year,2014,80.8
459,TR,Türkiye,Year,F,Y1,1 year,2015,80.8
